City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Predicted_AQI,AQI_Category
Chennai,2015-05-29,146.4,14.3,94.4,10.6,47.7,8.8,9.33,17.3,52.3,320.5,Very Poor,320.4004999999998,Very Poor
Kolkata,2015-05-29,135.9,546.4,184.1,32.0,106.7,37.2,1.71,51.3,116.3,312.4,Very Poor,312.26100000000076,Very Poor
Bangalore,2015-05-29,143.9,539.8,93.2,146.0,147.4,42.5,1.68,60.1,164.2,318.6,Very Poor,318.8830000000004,Very Poor
Delhi,2015-05-30,277.1,569.3,109.5,129.0,138.2,14.4,9.01,29.1,182.4,427.1,Severe,427.12550000000056,Severe
Mumbai,2015-05-30,351.7,122.6,169.4,101.8,204.7,34.1,9.57,46.6,52.9,194.6,Moderate,194.60399999999962,Moderate
Chennai,2015-05-30,148.3,83.9,112.6,79.7,197.5,27.2,2.31,96.1,147.8,322.0,Very Poor,321.997,Very Poor
Kolkata,2015-05-30,198.4,109.2,140.7,57.9,105.8,20.9,1.84,6.5,118.5,360.4,Very Poor,360.40750000000037,Very Poor
Bangalore,2015-05-30,91.3,77.0,18.0,133.9,50.9,41.4,3.58,7.9,120.5,202.0,Poor,202.1790000000001,Poor
Delhi,2015-05-31,182.1,575.3,97.1,90.2,64.3,8.0,4.79,99.1,187.6,347.9,Very Poor,347.9904999999999,Very Poor
Mumbai,2015-05-31,98.0,524.0,110.1,36.6,33.6,16.4,0.75,24.1,167.3,224.9,Poor,225.2225,Poor
Chennai,2015-05-31,139.8,564.3,91.8,97.4,195.6,29.7,3.2,2.2,103.4,315.4,Very Poor,315.3335000000008,Very Poor
Kolkata,2015-05-31,211.4,458.2,133.8,112.0,64.1,21.6,2.24,44.7,108.8,440.0,Severe,440.0224999999999,Severe
Bangalore,2015-05-31,417.1,202.2,76.9,142.9,239.1,37.1,6.42,46.4,118.3,168.2,Moderate,168.27050000000028,Moderate
Delhi,2015-06-01,220.4,318.5,104.7,128.6,221.9,1.3,4.55,71.7,29.2,377.3,Very Poor,377.2850000000009,Very Poor
Mumbai,2015-06-01,242.6,492.4,98.9,26.3,60.5,18.3,9.01,73.7,118.7,489.1,Severe,489.1275000000008,Severe
Chennai,2015-06-01,212.8,402.6,63.8,148.0,44.8,26.6,4.02,68.3,192.0,371.5,Very Poor,371.94550000000015,Very Poor
Kolkata,2015-06-01,212.5,358.7,101.5,120.3,99.7,4.8,3.55,73.0,104.4,371.2,Very Poor,371.2229999999989,Very Poor
Bangalore,2015-06-01,272.8,149.5,193.1,62.6,77.6,29.9,7.27,51.0,63.7,422.8,Severe,422.79150000000095,Severe
Delhi,2015-06-02,198.1,120.4,72.6,98.3,185.4,31.9,2.8,10.1,115.9,360.2,Very Poor,360.1959999999989,Very Poor
Mumbai,2015-06-02,166.7,388.3,194.9,131.2,56.3,0.2,9.97,36.6,94.7,347.7,Very Poor,345.9009999999988,Very Poor
Chennai,2015-06-02,477.1,339.1,19.3,59.9,23.4,32.3,8.76,60.1,161.4,289.1,Poor,289.09449999999936,Poor
Kolkata,2015-06-02,89.6,185.6,169.0,38.4,103.4,20.8,9.76,71.8,73.5,198.6,Moderate,197.96949999999967,Moderate
Bangalore,2015-06-02,320.5,384.1,57.9,44.9,140.4,40.8,8.71,82.3,59.8,470.5,Severe,470.4374999999995,Severe
Delhi,2015-06-03,275.8,27.8,18.5,90.8,172.8,23.3,8.05,49.0,56.9,425.8,Severe,425.8195000000009,Severe
Mumbai,2015-06-03,182.4,432.8,85.6,39.9,97.5,42.9,6.18,75.2,195.9,403.6,Severe,403.5340000000001,Severe
Chennai,2015-06-03,132.0,219.9,175.8,100.5,192.4,40.9,6.21,5.7,199.7,309.4,Very Poor,309.4200000000008,Very Poor
Kolkata,2015-06-03,196.4,363.2,65.1,146.4,35.7,40.4,9.76,35.9,73.4,358.9,Very Poor,358.88700000000034,Very Poor
Bangalore,2015-06-03,310.3,110.5,184.3,68.1,155.9,46.5,0.13,65.0,145.7,460.3,Severe,460.6030000000013,Severe
Delhi,2015-06-04,447.8,308.8,123.1,140.2,141.8,4.9,2.5,27.6,178.5,258.8,Poor,258.80350000000044,Poor
Mumbai,2015-06-04,64.3,356.6,167.8,91.3,199.2,33.1,2.14,87.6,71.3,308.0,Very Poor,308.0065000000002,Very Poor
Chennai,2015-06-04,425.8,14.6,56.7,44.6,142.3,2.3,8.65,8.6,82.5,183.1,Moderate,183.13249999999957,Moderate
Kolkata,2015-06-04,239.0,418.6,193.2,128.5,192.1,11.7,2.53,72.0,54.4,391.6,Very Poor,391.6090000000002,Very Poor
Bangalore,2015-06-04,124.1,317.4,22.0,101.6,78.7,34.5,9.87,64.0,118.6,303.4,Very Poor,303.60500000000053,Very Poor
Delhi,2015-06-05,258.3,148.4,183.2,34.5,188.7,40.2,3.84,74.6,148.0,408.3,Severe,408.2895000000013,Severe
Mumbai,2015-06-05,166.0,456.0,60.4,11.9,105.4,25.7,9.9,81.3,163.2,436.9,Severe,436.5239999999994,Severe
Chennai,2015-06-05,123.2,77.8,165.8,131.7,143.8,15.4,3.17,46.6,72.5,302.7,Very Poor,302.66899999999924,Very Poor
Kolkata,2015-06-05,35.2,113.6,164.3,107.2,198.2,24.6,3.53,31.2,71.3,127.2,Moderate,127.09250000000024,Moderate
Bangalore,2015-06-05,9.8,468.0,0.5,104.1,169.1,12.1,9.29,93.7,24.9,454.1,Severe,454.19450000000063,Severe
Delhi,2015-06-06,6.6,11.2,192.0,145.1,83.1,4.3,2.19,82.1,21.6,165.1,Moderate,165.0079999999997,Moderate
Mumbai,2015-06-06,76.7,104.0,47.3,139.8,171.4,4.6,3.56,26.0,82.4,159.8,Moderate,160.60849999999976,Moderate
Chennai,2015-06-06,89.8,400.4,174.0,25.9,32.9,48.0,4.97,82.9,160.1,362.9,Very Poor,362.8425000000001,Very Poor
Kolkata,2015-06-06,94.0,599.6,157.0,85.1,133.6,43.4,5.07,27.9,141.4,211.2,Poor,210.73049999999967,Poor
Bangalore,2015-06-06,371.4,274.8,93.4,118.8,84.7,47.4,7.8,63.8,130.0,224.8,Poor,224.80450000000033,Poor
Delhi,2015-06-07,268.8,27.5,167.5,51.8,99.7,25.6,6.59,86.2,100.7,418.8,Severe,418.7950000000014,Severe
Mumbai,2015-06-07,443.4,44.6,178.8,83.2,92.7,0.5,7.75,46.8,71.9,171.8,Moderate,171.7724999999998,Moderate
Chennai,2015-06-07,178.9,357.0,70.2,78.2,61.1,43.1,2.03,96.2,180.0,345.4,Very Poor,345.40250000000066,Very Poor
Kolkata,2015-06-07,183.9,354.6,197.8,41.3,205.9,22.4,6.23,95.1,9.3,349.3,Very Poor,349.2770000000007,Very Poor
Bangalore,2015-06-07,363.3,298.5,11.3,62.2,185.6,14.6,2.86,88.3,10.1,248.5,Poor,248.47150000000013,Poor
Delhi,2015-06-08,456.1,195.8,27.6,148.4,201.9,22.9,6.08,36.0,51.8,168.4,Moderate,167.25800000000046,Moderate
Mumbai,2015-06-08,139.4,87.5,145.3,64.9,246.0,31.0,3.12,80.3,10.9,315.1,Very Poor,315.1104999999992,Very Poor
Chennai,2015-06-08,274.9,331.7,134.5,17.1,215.1,15.8,5.28,10.6,142.7,424.9,Severe,424.875,Severe
Kolkata,2015-06-08,109.6,40.7,167.8,10.8,240.8,43.1,4.52,9.7,103.5,264.5,Poor,264.525,Poor
Bangalore,2015-06-08,42.0,432.7,189.3,108.5,86.1,30.7,0.88,1.3,77.6,403.4,Severe,403.4124999999999,Severe
Delhi,2015-06-09,126.9,455.1,156.2,51.4,84.6,24.5,9.03,24.5,172.6,435.6,Severe,435.99849999999975,Severe
Mumbai,2015-06-09,229.6,504.4,116.4,39.8,234.9,18.5,3.71,82.1,73.6,384.3,Very Poor,384.31900000000127,Very Poor
Chennai,2015-06-09,77.4,483.9,52.9,19.7,177.4,27.2,3.91,38.6,2.1,476.9,Severe,476.8564999999997,Severe
Kolkata,2015-06-09,437.3,510.2,79.6,49.2,195.1,20.9,6.65,10.4,174.7,215.5,Poor,214.64399999999995,Poor
Bangalore,2015-06-09,428.2,460.9,179.7,127.6,165.2,44.0,9.2,91.8,18.3,443.9,Severe,443.9669999999998,Severe
Delhi,2015-06-10,424.1,388.5,162.5,144.3,86.2,14.2,6.82,27.1,75.6,348.0,Very Poor,348.0215,Very Poor
Mumbai,2015-06-10,287.4,142.8,99.6,2.1,12.5,33.9,7.97,90.7,25.5,437.4,Severe,437.39399999999927,Severe
Chennai,2015-06-10,189.5,529.6,96.8,138.8,17.8,40.0,9.52,74.8,13.0,353.6,Very Poor,353.5374999999995,Very Poor
Kolkata,2015-06-10,470.2,48.4,150.9,24.1,183.6,26.1,3.43,13.6,193.5,263.2,Poor,263.1629999999998,Poor
Bangalore,2015-06-10,342.5,365.6,27.5,23.5,175.3,29.8,2.52,46.7,52.4,492.5,Severe,492.4970000000001,Severe
Delhi,2015-06-11,16.5,443.1,91.5,3.2,213.9,49.9,7.55,6.1,110.2,418.4,Severe,418.3804999999996,Severe
Mumbai,2015-06-11,189.6,78.6,63.4,48.0,34.1,43.6,8.43,60.1,84.5,353.6,Very Poor,353.60249999999957,Very Poor
Chennai,2015-06-11,154.3,228.1,43.6,52.3,239.8,40.6,8.06,0.1,129.8,326.6,Very Poor,326.5944999999991,Very Poor
Kolkata,2015-06-11,34.9,406.8,85.8,80.1,0.6,25.1,2.05,15.2,19.0,370.9,Very Poor,370.9010000000001,Very Poor
Bangalore,2015-06-11,181.4,409.7,5.3,43.3,169.7,37.2,6.2,36.4,183.5,374.6,Very Poor,374.4229999999997,Very Poor
Delhi,2015-06-12,341.6,326.1,137.2,70.5,19.8,49.1,5.43,98.8,139.8,491.6,Severe,491.5915000000009,Severe
Mumbai,2015-06-12,480.3,288.5,69.4,57.7,72.5,33.3,0.01,26.0,80.2,238.5,Poor,238.49300000000017,Poor
Chennai,2015-06-12,463.3,3.0,71.7,132.1,161.8,34.2,1.65,7.0,188.3,250.0,Poor,249.99149999999995,Poor
Kolkata,2015-06-12,86.8,18.7,82.3,119.3,25.6,12.1,0.78,37.5,186.7,245.9,Poor,246.07300000000046,Poor
Bangalore,2015-06-12,343.7,371.3,86.8,81.6,138.0,31.2,2.5,80.2,146.3,493.7,Severe,493.69899999999825,Severe
Delhi,2015-06-13,323.6,149.8,45.7,7.8,159.7,40.8,3.26,51.9,95.6,473.6,Severe,473.660000000001,Severe
Mumbai,2015-06-13,439.0,87.3,52.3,138.2,203.9,49.9,9.91,3.4,34.7,198.9,Moderate,198.9545000000004,Moderate
Chennai,2015-06-13,224.8,15.3,37.6,48.2,97.5,38.6,4.49,49.0,194.1,380.7,Very Poor,380.6929999999991,Very Poor
Kolkata,2015-06-13,104.4,219.6,158.8,65.2,141.7,8.2,4.16,98.9,2.1,246.7,Poor,246.25499999999963,Poor
Bangalore,2015-06-13,98.6,437.9,5.6,63.8,11.1,28.0,9.17,65.9,92.3,410.9,Severe,410.9199999999998,Severe
Delhi,2015-06-14,150.5,432.0,104.5,125.8,154.5,9.4,8.0,40.6,158.4,402.4,Severe,380.84499999999986,Very Poor
Mumbai,2015-06-14,380.8,4.4,151.2,103.6,72.9,49.2,4.89,18.5,47.3,136.0,Moderate,135.97299999999996,Moderate
Chennai,2015-06-14,56.2,502.8,44.0,22.7,105.3,35.2,9.76,0.0,61.0,197.0,Moderate,196.74750000000003,Moderate
Kolkata,2015-06-14,68.2,540.3,6.6,73.3,176.9,46.2,6.0,7.0,42.6,149.9,Moderate,150.1995000000004,Moderate
Bangalore,2015-06-14,441.3,14.2,61.1,100.8,60.2,15.7,8.17,74.3,129.5,177.1,Moderate,177.10749999999945,Moderate
Delhi,2015-06-15,181.0,94.7,59.1,55.7,161.9,46.6,5.51,62.9,154.0,347.0,Very Poor,347.0030000000001,Very Poor
Mumbai,2015-06-15,103.8,85.8,96.7,78.8,150.0,33.3,0.14,50.7,161.6,244.7,Poor,244.65150000000003,Poor
Chennai,2015-06-15,274.0,357.4,91.8,41.9,115.2,33.5,2.17,89.6,24.5,424.0,Severe,424.09349999999984,Severe
Kolkata,2015-06-15,483.3,523.7,20.3,38.0,204.7,47.8,3.29,9.5,125.5,137.2,Moderate,126.7445000000002,Moderate
Bangalore,2015-06-15,194.0,507.3,141.3,77.8,199.2,40.3,1.45,82.1,144.8,357.0,Very Poor,357.0950000000005,Very Poor
Delhi,2015-06-16,335.7,3.7,131.3,17.4,47.1,33.3,7.7,22.9,156.7,485.7,Severe,485.6574999999993,Severe
Mumbai,2015-06-16,270.0,333.4,69.6,29.5,148.6,0.8,5.02,90.7,42.4,420.0,Severe,420.0630000000001,Severe
Chennai,2015-06-16,370.7,262.3,175.1,135.6,184.8,42.8,6.69,33.9,90.5,212.3,Poor,212.2680000000003,Poor
Kolkata,2015-06-16,105.6,495.4,135.4,124.0,56.1,19.3,4.27,61.6,188.1,493.4,Severe,493.3604999999997,Severe
Bangalore,2015-06-16,482.6,320.9,77.7,0.9,38.2,37.0,7.36,62.6,184.8,270.9,Poor,270.9425000000007,Poor
Delhi,2015-06-17,109.8,327.5,92.0,82.0,6.3,13.6,8.14,38.3,2.5,277.5,Poor,277.5370000000002,Poor
Mumbai,2015-06-17,215.6,57.1,179.7,123.8,93.9,47.2,3.88,55.0,39.4,373.6,Very Poor,373.7254999999996,Very Poor
Chennai,2015-06-17,24.5,418.0,42.6,118.0,5.1,44.0,0.67,46.0,189.0,385.0,Very Poor,385.0249999999999,Very Poor
Kolkata,2015-06-17,235.7,65.1,44.2,79.7,172.8,33.1,7.42,18.5,40.6,389.0,Very Poor,388.9955000000002,Very Poor
Bangalore,2015-06-17,147.4,186.0,112.6,145.4,20.7,45.4,6.2,15.8,84.2,321.3,Very Poor,321.295500000001,Very Poor
Delhi,2015-06-18,464.1,28.3,16.5,16.8,68.4,18.9,5.1,8.8,105.8,138.6,Moderate,138.58849999999967,Moderate
Mumbai,2015-06-18,494.8,37.1,55.3,22.6,150.1,48.5,1.81,30.2,105.9,108.2,Moderate,102.56899999999997,Moderate
Chennai,2015-06-18,462.1,172.9,177.9,41.5,101.8,44.2,0.49,53.2,153.6,178.7,Moderate,178.43600000000018,Moderate
Kolkata,2015-06-18,174.9,148.0,24.0,86.6,137.6,23.3,2.72,9.3,56.3,342.4,Very Poor,342.4010000000005,Very Poor
Bangalore,2015-06-18,196.8,451.4,39.7,1.2,245.2,13.2,7.66,26.5,184.3,430.3,Severe,430.3340000000009,Severe
Delhi,2015-06-19,220.1,172.7,18.1,53.5,41.5,49.3,3.37,22.4,118.8,377.1,Very Poor,377.07399999999996,Very Poor
Mumbai,2015-06-19,35.0,306.2,68.4,31.0,27.9,30.4,1.14,71.7,156.0,256.2,Poor,256.2284999999994,Poor
Chennai,2015-06-19,433.7,144.0,157.2,11.5,180.6,29.5,9.01,57.8,180.8,231.0,Poor,230.97850000000005,Poor
Kolkata,2015-06-19,301.1,416.4,95.7,75.9,249.1,12.4,0.86,88.0,46.6,451.1,Severe,452.80250000000075,Severe
Bangalore,2015-06-19,227.3,169.2,49.7,114.0,64.1,25.2,0.12,99.6,64.6,382.6,Very Poor,382.66899999999987,Very Poor
Delhi,2015-06-20,332.9,513.6,95.8,137.6,67.5,38.1,1.66,1.0,77.7,482.9,Severe,482.88799999999924,Severe
Mumbai,2015-06-20,103.8,154.7,105.7,105.9,137.1,3.1,6.88,41.2,72.3,244.7,Poor,244.64549999999974,Poor
Chennai,2015-06-20,381.3,437.1,83.6,110.4,239.5,11.6,8.59,89.1,52.0,409.8,Severe,410.0375000000002,Severe
Kolkata,2015-06-20,322.6,361.8,3.4,102.0,228.2,6.5,1.69,10.7,55.9,472.6,Severe,472.5955000000007,Severe
Bangalore,2015-06-20,481.3,470.6,3.4,18.1,225.7,6.3,3.67,25.9,75.8,457.8,Severe,457.7190000000008,Severe
Delhi,2015-06-21,309.8,310.3,43.6,30.1,107.8,43.6,4.89,5.1,49.4,459.8,Severe,459.7915000000011,Severe
Mumbai,2015-06-21,55.5,312.2,107.7,66.6,53.8,28.7,5.49,11.6,50.3,262.2,Poor,262.18699999999984,Poor
Chennai,2015-06-21,196.3,468.1,89.4,18.1,159.6,20.1,5.55,27.4,198.7,454.2,Severe,454.07149999999876,Severe
Kolkata,2015-06-21,196.5,77.1,129.0,104.3,141.6,26.6,6.76,67.7,178.4,358.9,Very Poor,358.89800000000037,Very Poor
Bangalore,2015-06-21,92.7,93.4,99.3,125.4,45.3,25.1,2.86,74.2,186.1,244.4,Poor,244.3545000000004,Poor
Delhi,2015-06-22,36.8,330.2,17.6,4.6,131.8,7.2,5.53,0.6,53.6,280.2,Poor,280.18399999999934,Poor
Mumbai,2015-06-22,133.7,198.6,132.4,88.2,114.2,27.4,8.77,7.8,93.1,310.7,Very Poor,310.69349999999895,Very Poor
Chennai,2015-06-22,490.3,232.1,16.4,41.4,26.1,37.5,6.22,14.2,115.2,188.1,Moderate,187.97350000000003,Moderate
Kolkata,2015-06-22,182.4,576.7,27.9,52.1,185.4,0.1,5.19,87.6,110.8,348.1,Very Poor,348.08249999999947,Very Poor
Bangalore,2015-06-22,290.1,384.6,86.7,144.6,129.9,48.9,0.44,74.4,98.1,440.1,Severe,440.1160000000003,Severe
Delhi,2015-06-23,63.6,515.0,197.4,49.7,207.5,2.7,7.15,0.7,96.5,164.3,Moderate,165.23949999999968,Moderate
Mumbai,2015-06-23,95.4,388.5,178.9,106.5,236.6,12.6,1.69,12.4,92.4,348.0,Very Poor,348.00350000000003,Very Poor
Chennai,2015-06-23,166.4,434.7,54.6,119.2,187.5,21.2,3.74,64.0,196.7,406.3,Severe,404.8315000000008,Severe
Kolkata,2015-06-23,100.4,323.2,22.7,130.3,112.7,3.1,1.28,28.5,104.6,273.2,Poor,273.18049999999954,Poor
Bangalore,2015-06-23,479.7,346.6,67.1,80.6,37.8,35.1,7.4,31.4,132.3,296.6,Poor,296.6259999999996,Poor
Delhi,2015-06-24,172.0,62.6,138.2,67.5,222.0,30.2,0.79,27.1,85.8,340.1,Very Poor,340.13099999999923,Very Poor
Mumbai,2015-06-24,52.1,295.9,153.2,51.8,124.7,8.9,4.45,12.9,54.2,245.9,Poor,245.9290000000006,Poor
Chennai,2015-06-24,265.3,367.4,180.8,70.3,31.2,34.9,6.92,15.8,80.4,415.3,Severe,415.29900000000083,Severe
Kolkata,2015-06-24,206.1,368.1,90.4,56.9,154.8,7.2,5.97,55.0,77.6,366.3,Very Poor,366.30200000000116,Very Poor
Bangalore,2015-06-24,375.0,525.8,22.3,19.0,216.1,17.6,6.39,94.9,91.2,154.8,Moderate,155.16549999999953,Moderate
Delhi,2015-06-25,405.8,582.9,128.4,109.7,245.6,24.5,6.76,42.8,56.1,159.4,Moderate,159.16700000000034,Moderate
Mumbai,2015-06-25,185.0,99.6,65.7,99.5,245.8,7.0,3.83,77.1,7.7,350.1,Very Poor,350.07749999999965,Very Poor
Chennai,2015-06-25,298.3,538.3,131.0,7.7,171.8,9.8,8.6,35.2,99.9,448.3,Severe,448.3805000000012,Severe
Kolkata,2015-06-25,161.5,547.1,121.9,61.3,4.5,6.8,6.6,92.5,130.3,332.1,Very Poor,332.0265000000002,Very Poor
Bangalore,2015-06-25,4.9,240.8,53.1,1.5,226.0,37.1,4.19,19.5,27.0,193.9,Moderate,190.9470000000006,Moderate
Delhi,2015-06-26,11.5,189.9,132.8,135.4,11.0,49.1,5.44,83.4,159.5,187.4,Moderate,188.27700000000053,Moderate
Mumbai,2015-06-26,34.3,285.7,21.7,127.0,231.0,44.0,3.78,45.0,113.9,235.7,Poor,235.8129999999997,Poor
Chennai,2015-06-26,288.3,186.0,113.3,48.9,222.1,13.0,1.63,42.5,45.0,438.3,Severe,438.2755000000009,Severe
Kolkata,2015-06-26,5.4,303.4,95.8,74.0,10.1,19.8,9.95,74.3,160.2,253.4,Poor,253.5155000000006,Poor
Bangalore,2015-06-26,449.5,282.6,159.6,12.0,221.0,34.7,0.37,85.0,125.1,232.6,Poor,232.49299999999985,Poor
Delhi,2015-06-27,489.2,479.0,88.9,68.3,1.7,33.2,3.21,34.0,178.9,469.9,Severe,469.82949999999886,Severe
Mumbai,2015-06-27,441.6,247.7,176.2,141.8,35.9,27.9,4.14,64.3,199.9,279.4,Poor,279.30900000000065,Poor
Chennai,2015-06-27,362.7,161.9,145.8,46.4,101.0,43.9,5.83,20.6,194.0,264.5,Poor,264.4999999999999,Poor
Kolkata,2015-06-27,45.0,366.2,81.6,9.3,72.7,11.1,6.12,16.0,45.0,320.0,Very Poor,320.07450000000006,Very Poor
Bangalore,2015-06-27,347.0,63.5,33.4,29.4,223.1,44.4,6.71,88.3,9.3,497.0,Severe,497.00300000000004,Severe
Delhi,2015-06-28,270.3,112.9,118.1,80.4,226.4,27.9,5.15,42.4,171.0,420.3,Severe,420.3000000000008,Severe
Mumbai,2015-06-28,17.6,227.0,154.9,104.8,245.3,1.6,2.46,35.5,122.7,184.7,Moderate,184.81000000000003,Moderate
Chennai,2015-06-28,117.0,238.8,94.0,131.1,103.6,25.3,5.61,57.2,38.0,289.8,Poor,289.8350000000007,Poor
Kolkata,2015-06-28,49.3,89.8,82.8,80.2,226.0,5.5,9.76,16.8,137.2,197.0,Moderate,197.19850000000008,Moderate
Bangalore,2015-06-28,494.9,408.0,46.9,119.8,94.9,23.9,5.71,99.0,140.1,372.4,Very Poor,372.43950000000046,Very Poor
Delhi,2015-06-29,429.1,300.0,60.5,132.0,174.9,2.4,5.31,31.5,89.0,250.0,Poor,250.11549999999997,Poor
Mumbai,2015-06-29,336.9,199.0,149.6,49.0,149.0,23.4,3.87,87.2,85.5,486.9,Severe,486.8984999999989,Severe
Chennai,2015-06-29,203.1,295.8,89.6,146.0,13.9,31.5,2.6,40.8,79.1,364.0,Very Poor,363.98700000000014,Very Poor
Kolkata,2015-06-29,355.9,515.1,90.8,82.3,87.0,36.8,2.79,53.9,173.2,211.7,Poor,211.92049999999978,Poor
Bangalore,2015-06-29,374.9,129.9,50.9,143.7,244.6,16.8,7.33,9.2,21.9,166.5,Moderate,166.7965,Moderate
Delhi,2015-06-30,121.3,237.7,187.2,111.3,117.5,48.6,8.79,48.0,167.1,301.2,Very Poor,301.2074999999997,Very Poor
Mumbai,2015-06-30,480.5,174.5,196.3,129.0,216.6,37.5,5.08,97.0,169.4,202.0,Poor,200.93649999999997,Poor
Chennai,2015-06-30,187.6,508.2,182.1,69.7,82.9,40.2,6.11,39.4,101.3,352.1,Very Poor,352.0034999999999,Very Poor
Kolkata,2015-06-30,328.0,510.6,159.2,108.3,238.7,13.5,0.67,1.2,32.5,478.0,Severe,478.4210000000003,Severe
Bangalore,2015-06-30,199.5,375.2,5.8,98.6,170.7,7.2,9.02,20.2,17.9,361.2,Very Poor,361.20599999999934,Very Poor
Delhi,2015-07-01,196.1,523.1,80.7,117.8,24.3,5.9,5.38,0.8,145.2,358.6,Very Poor,358.56949999999983,Very Poor
Mumbai,2015-07-01,16.6,454.6,147.1,94.1,20.3,42.5,9.63,35.9,73.4,434.9,Severe,434.80999999999926,Severe
Chennai,2015-07-01,7.7,500.3,95.5,115.4,58.2,41.6,8.82,43.0,122.1,185.2,Moderate,197.50049999999973,Moderate
Kolkata,2015-07-01,293.6,363.5,141.9,64.5,185.9,39.8,7.11,98.5,96.9,443.6,Severe,443.5630000000008,Severe
Bangalore,2015-07-01,338.8,227.7,190.2,100.8,40.7,17.0,2.87,39.5,19.8,488.8,Severe,488.8100000000013,Severe
Delhi,2015-07-02,210.4,104.2,160.8,16.6,139.2,48.4,4.71,84.7,111.4,369.6,Very Poor,369.5909999999999,Very Poor
Mumbai,2015-07-02,157.5,480.8,6.3,113.8,201.1,49.3,1.23,7.7,109.6,472.5,Severe,472.5769999999996,Severe
Chennai,2015-07-02,393.6,448.9,26.5,132.0,138.9,24.9,7.36,87.5,106.1,426.7,Severe,426.57999999999913,Severe
Kolkata,2015-07-02,338.2,599.1,157.5,88.1,173.6,8.8,1.62,41.4,53.4,488.2,Severe,488.19849999999843,Severe
Bangalore,2015-07-02,140.0,278.5,52.6,106.0,52.6,42.0,5.35,24.8,155.4,315.6,Very Poor,315.61199999999906,Very Poor
Delhi,2015-07-03,352.0,95.2,16.7,139.6,201.2,40.8,6.53,3.2,174.6,215.2,Poor,215.2029999999998,Poor
Mumbai,2015-07-03,50.1,207.3,29.6,137.3,91.3,19.1,4.2,28.2,40.1,171.6,Moderate,171.8974999999996,Moderate
Chennai,2015-07-03,409.5,160.8,194.7,88.0,198.0,38.9,7.87,49.3,43.1,173.3,Moderate,173.30149999999986,Moderate
Kolkata,2015-07-03,198.0,340.1,81.5,148.1,158.7,40.8,3.87,21.9,96.0,360.1,Very Poor,360.0994999999996,Very Poor
Bangalore,2015-07-03,334.8,166.6,174.0,26.1,204.2,42.9,8.67,87.0,197.6,484.8,Severe,484.81400000000144,Severe
Delhi,2015-07-04,182.2,197.9,52.5,40.0,67.6,26.7,8.14,19.6,31.9,348.0,Very Poor,347.9700000000001,Very Poor
Mumbai,2015-07-04,115.9,374.4,52.2,62.3,128.7,45.0,4.91,21.7,150.1,330.3,Very Poor,330.22700000000077,Very Poor
Chennai,2015-07-04,93.9,105.5,142.7,119.1,54.0,0.3,6.91,59.9,165.4,210.9,Poor,210.9925000000003,Poor
Kolkata,2015-07-04,316.6,413.1,186.5,135.2,95.1,11.9,3.49,90.7,60.9,466.6,Severe,466.648000000001,Severe
Bangalore,2015-07-04,87.7,206.9,37.8,45.1,179.7,42.8,6.44,14.9,65.9,192.1,Moderate,191.71999999999952,Moderate
Delhi,2015-07-05,285.8,150.8,1.4,142.5,31.9,3.7,7.31,65.5,198.9,435.8,Severe,436.08950000000084,Severe
Mumbai,2015-07-05,9.0,336.0,189.6,104.2,244.9,23.3,9.04,89.7,22.6,286.0,Poor,285.953,Poor
Chennai,2015-07-05,10.5,252.8,99.5,38.1,126.3,13.0,8.7,94.9,3.3,202.8,Poor,201.282,Poor
Kolkata,2015-07-05,221.6,167.6,147.8,112.2,245.0,39.2,8.92,39.6,180.3,378.2,Very Poor,378.1874999999989,Very Poor
Bangalore,2015-07-05,425.2,231.4,112.4,71.5,8.4,12.9,8.12,69.9,17.6,187.6,Moderate,187.2939999999996,Moderate
Delhi,2015-07-06,199.0,167.9,161.9,10.8,78.7,46.4,7.47,92.6,96.7,360.9,Very Poor,360.90000000000043,Very Poor
Mumbai,2015-07-06,123.3,2.9,152.7,147.2,52.7,31.5,0.04,45.8,133.8,302.8,Very Poor,302.8010000000008,Very Poor
Chennai,2015-07-06,302.6,347.6,53.8,20.7,240.2,33.6,5.54,54.2,16.5,452.6,Severe,452.60150000000067,Severe
Kolkata,2015-07-06,473.7,104.8,60.1,37.9,182.1,2.0,3.26,29.3,81.6,115.5,Moderate,115.31050000000006,Moderate
Bangalore,2015-07-06,443.0,599.5,158.3,33.1,126.2,38.7,4.67,13.5,135.4,151.8,Moderate,153.44700000000003,Moderate
Delhi,2015-07-07,262.3,406.3,137.0,12.3,5.1,12.0,5.39,55.3,133.9,412.3,Severe,412.2530000000009,Severe
Mumbai,2015-07-07,414.3,27.3,140.4,121.0,179.9,30.2,3.85,33.4,91.6,141.0,Moderate,141.8220000000001,Moderate
Chennai,2015-07-07,489.6,249.8,196.4,148.6,2.1,2.5,9.54,80.1,13.6,199.9,Moderate,183.15000000000026,Moderate
Kolkata,2015-07-07,331.9,170.0,119.8,56.5,24.6,46.9,1.14,10.7,77.1,481.9,Severe,481.8934999999988,Severe
Bangalore,2015-07-07,33.1,478.5,62.7,39.9,228.6,16.9,3.25,32.6,83.4,469.2,Severe,469.1219999999987,Severe
